sample_id,material_branch,temperature_C,temperature_K,rb_auto_ohm,rb_manual_ohm,rb_selected_ohm,rb_selection_source,rb_delta_pct_vs_manual,abs_rb_delta_pct_vs_manual,selected_conductivity_s_cm,formal_thickness_cm,area_cm2,qc_tier,claim_allowed,qc_note,sequence_direction_inferred,sequence_warning,geometry_conflict
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,18,291.15,0.56629646,0.5189,0.5189,manual,9.13403,9.13403,0.021631316,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,15,288.15,0.56874491,0.52217,0.52217,manual,8.91949,8.91949,0.021495853,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,12,285.15,0.58015905,0.53107,0.53107,manual,9.24342,9.24342,0.021135613,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,9,282.15,0.58383861,0.53295,0.53295,manual,9.54848,9.54848,0.021061056,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,6,279.15,0.59433095,0.54062,0.54062,manual,9.93507,9.93507,0.020762254,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,3,276.15,0.59604265,0.54206,0.54206,manual,9.9588,9.9588,0.020707098,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,0,273.15,0.6053739,0.54928,0.54928,manual,10.2123,10.2123,0.020434914,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-3,270.15,0.61485353,0.55607,0.55607,manual,10.5712,10.5712,0.02018539,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-6,267.15,0.61999148,0.55971,0.55971,manual,10.7701,10.7701,0.020054117,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-9,264.15,0.62711918,0.56538,0.56538,manual,10.9199,10.9199,0.019853001,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-12,261.15,0.65774158,0.59046,0.59046,manual,11.3948,11.3948,0.019009738,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-15,258.15,0.67928956,0.60884,0.60884,manual,11.5711,11.5711,0.018435861,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-18,255.15,0.70458283,0.6304,0.6304,manual,11.7676,11.7676,0.017805345,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-21,252.15,0.71982715,0.64396,0.64396,manual,11.7813,11.7813,0.017430415,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-24,249.15,0.73954771,0.66132,0.66132,manual,11.829,11.829,0.016972857,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-27,246.15,0.75421386,0.67442,0.67442,manual,11.8315,11.8315,0.016643175,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-30,243.15,0.77915782,0.69657,0.69657,manual,11.8564,11.8564,0.016113944,0.022,1.96,main-text candidate,yes,LRS high-segment window; allowed for bounded Ea and 273/253 K conductivity claims,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-33,240.15,1.3108615,1.226,1.226,manual,6.92182,6.92182,0.009155375,0.022,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-36,237.15,1.9148133,1.879,1.879,manual,1.90598,1.90598,0.0059736508,0.022,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-39,234.15,2.7104998,2.763,2.763,manual,-1.90012,1.90012,0.0040624284,0.022,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-42,231.15,4.0225304,4.201,4.201,manual,-4.24826,4.24826,0.0026718614,0.022,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-45,228.15,7.0815666,7.596,7.596,manual,-6.77242,6.77242,0.0014776843,0.022,1.96,supplementary candidate,no,LRS 233 K continuity-anchor region; not a headline performance claim,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-48,225.15,12.370902,13.48,13.48,manual,-8.22773,8.22773,0.00083267728,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-51,222.15,20.646129,22.79,22.79,manual,-9.40707,9.40707,0.0004925182,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-54,219.15,55.630033,62.07,62.07,manual,-10.3753,10.3753,0.00018083599,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-57,216.15,81.683336,91.9,91.9,manual,-11.1172,11.1172,0.00012213808,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-60,213.15,139.77538,158.9,158.9,manual,-12.0356,12.0356,7.0638702e-05,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-63,210.15,275.38901,346.5,346.5,manual,-20.5227,20.5227,3.239391e-05,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-66,207.15,483.802,555.4,555.4,manual,-12.8912,12.8912,2.020974e-05,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-69,204.15,759.51501,886.8,886.8,manual,-14.3533,14.3533,1.2657296e-05,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-72,201.15,1500.29,1815,1815,manual,-17.3394,17.3394,6.1842919e-06,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-75,198.15,2548.75,3273,3273,manual,-22.128,22.128,3.4294194e-06,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-78,195.15,477.35599,7420,7420,manual,-93.5666,93.5666,1.5127345e-06,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
2026.5.9CS,LRS/PVA/attapulgite/H3PO4,-81,192.15,479.31601,14327,14327,manual,-96.6545,96.6545,7.8345011e-07,0.022,1.96,screening/exploratory,no,LRS cold-tail or warm-check point outside the current headline claim window,nonmonotonic_or_filename_sorted,sequence_order_not_sufficient_for_hysteresis_claim,True
